user_id,age,gender,education_level,daily_active_minutes_instagram,reels_watched_per_day,time_on_feed_per_day,User Activity Score,weekly_work_hours,perceived_stress_score,smoking
1470,23,Female,Bachelor,295,18,153,47.78,25,8,No
1471,32,Male,Bachelor,200,69,78,66.44,48,4,No
1472,39,Female,Bachelor,261,114,70,31.14,27,2,No
1473,28,Female,Bachelor,235,84,147,55.52,63,5,No
1474,22,Female,Master,270,58,59,70.1,64,2,No
1475,18,Female,Bachelor’s,318,242,12,59.11,62,2,No
1476,25,Female,Bachelor,145,129,214,52.14,63,6,No
1477,38,Male,Bachelor,236,184,116,99.51,52,10,No
1478,29,Male,Bachelor,325,135,122,90.43,36,9,No
1479,29,Female,Master,304,231,103,69.87,67,4,Yes
1480,22,Female,Bachelor’s,204,173,127,65.55,30,6,No
1481,24,Male,Bachelor,58,138,207,69.65,32,7,No
1482,21,Female,Bachelor,242,29,90,36.1,69,6,No
1483,23,Female,Bachelor,203,145,118,51.61,30,8,No
1484,30,Male,Bachelor,197,121,60,23.16,50,4,No
1485,37,Female,Master,313,230,156,58.04,47,1,Yes
1486,32,Female,Bachelor,359,140,179,63.44,63,7,No
1487,20,Male,Bachelor,170,153,44,38.22,25,3,No
1488,40,Male,Master,145,230,55,97.12,60,6,No
1489,25,Male,High school,320,200,163,92.76,35,2,No
1490,37,Female,High school,327,29,78,77.77,23,9,No
1491,33,Male,Bachelor,355,83,102,62.67,54,1,No
1492,30,Male,Master,253,72,73,89.6,67,6,No
1493,35,Male,High school,27,177,174,30.45,45,6,Previous
1494,27,Male,High school,148,192,221,83.24,31,5,No
1495,36,Male,High school,283,16,58,29.99,30,5,No
1496,34,Male,High school,176,36,158,83.54,56,1,No
1497,41,Female,High school,24,132,83,42.06,44,10,No
1498,36,Female,Bachelor,105,100,201,90.17,37,5,Yes
1499,43,Male,Bachelor,194,96,14,95.52,38,2,No
1500,40,Male,Bachelor,309,145,109,31.9,42,7,No
